,filename,label,pred
12,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_puff_disgust.wav,disgust,disgust
13,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_dip_disgust.wav,disgust,disgust
14,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_walk_disgust.wav,disgust,boredom
15,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_lot_disgust.wav,disgust,boredom
16,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_knock_disgust.wav,disgust,boredom
17,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_jug_disgust.wav,disgust,disgust
18,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_home_disgust.wav,disgust,disgust
19,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_dab_disgust.wav,disgust,disgust
20,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_tire_disgust.wav,disgust,boredom
21,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_road_disgust.wav,disgust,disgust
22,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_burn_disgust.wav,disgust,boredom
23,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_make_disgust.wav,disgust,disgust
24,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_mood_disgust.wav,disgust,disgust
25,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_mess_disgust.wav,disgust,boredom
26,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_cab_disgust.wav,disgust,disgust
27,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_shawl_disgust.wav,disgust,boredom
28,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_wife_disgust.wav,disgust,disgust
29,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_chain_disgust.wav,disgust,disgust
30,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_base_disgust.wav,disgust,disgust
31,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_judge_disgust.wav,disgust,boredom
32,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_came_disgust.wav,disgust,disgust
33,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_rat_disgust.wav,disgust,disgust
34,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_beg_disgust.wav,disgust,disgust
35,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_choice_disgust.wav,disgust,disgust
36,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_hit_disgust.wav,disgust,disgust
37,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_hole_disgust.wav,disgust,disgust
38,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_time_disgust.wav,disgust,disgust
39,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_five_disgust.wav,disgust,disgust
40,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_sheep_disgust.wav,disgust,disgust
41,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_half_disgust.wav,disgust,disgust
42,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_hush_disgust.wav,disgust,boredom
43,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_whip_disgust.wav,disgust,disgust
44,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_pick_disgust.wav,disgust,disgust
45,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_voice_disgust.wav,disgust,boredom
46,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_jar_disgust.wav,disgust,boredom
47,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_numb_disgust.wav,disgust,disgust
48,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_pike_disgust.wav,disgust,sad
49,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_back_disgust.wav,disgust,disgust
50,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_goal_disgust.wav,disgust,disgust
51,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_fit_disgust.wav,disgust,disgust
52,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_cheek_disgust.wav,disgust,disgust
53,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_name_disgust.wav,disgust,disgust
54,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_sour_disgust.wav,disgust,boredom
55,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_shout_disgust.wav,disgust,disgust
56,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_match_disgust.wav,disgust,disgust
57,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_moon_disgust.wav,disgust,boredom
58,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_pool_disgust.wav,disgust,disgust
59,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_long_disgust.wav,disgust,boredom
60,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_gun_disgust.wav,disgust,disgust
61,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_live_disgust.wav,disgust,disgust
62,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_hate_disgust.wav,disgust,angry
63,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_thought_disgust.wav,disgust,disgust
64,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_witch_disgust.wav,disgust,boredom
65,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_nag_disgust.wav,disgust,boredom
66,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_nice_disgust.wav,disgust,disgust
67,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_hall_disgust.wav,disgust,boredom
68,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_lore_disgust.wav,disgust,boredom
69,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_talk_disgust.wav,disgust,sad
70,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_read_disgust.wav,disgust,disgust
71,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_bought_disgust.wav,disgust,disgust
72,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_such_disgust.wav,disgust,disgust
73,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_good_disgust.wav,disgust,boredom
74,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_sail_disgust.wav,disgust,disgust
75,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_chair_disgust.wav,disgust,disgust
76,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_keen_disgust.wav,disgust,disgust
77,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_youth_disgust.wav,disgust,disgust
78,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_tape_disgust.wav,disgust,disgust
79,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_team_disgust.wav,disgust,disgust
80,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_sure_disgust.wav,disgust,disgust
81,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_book_disgust.wav,disgust,sad
82,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_food_disgust.wav,disgust,disgust
83,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_limb_disgust.wav,disgust,boredom
84,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_wire_disgust.wav,disgust,disgust
85,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_check_disgust.wav,disgust,disgust
86,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_loaf_disgust.wav,disgust,boredom
87,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_lid_disgust.wav,disgust,disgust
88,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_fall_disgust.wav,disgust,boredom
89,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_ton_disgust.wav,disgust,disgust
90,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_join_disgust.wav,disgust,disgust
91,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_mop_disgust.wav,disgust,boredom
92,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_doll_disgust.wav,disgust,disgust
93,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_chief_disgust.wav,disgust,boredom
94,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_keg_disgust.wav,disgust,disgust
95,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_should_disgust.wav,disgust,disgust
96,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_lose_disgust.wav,disgust,disgust
97,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_lease_disgust.wav,disgust,disgust
98,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_wash_disgust.wav,disgust,disgust
99,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_soup_disgust.wav,disgust,disgust
100,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_dodge_disgust.wav,disgust,disgust
101,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_met_disgust.wav,disgust,boredom
102,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_learn_disgust.wav,disgust,boredom
103,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_yes_disgust.wav,disgust,disgust
104,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_room_disgust.wav,disgust,boredom
105,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_south_disgust.wav,disgust,disgust
106,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_vine_disgust.wav,disgust,disgust
107,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_yearn_disgust.wav,disgust,disgust
108,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_king_disgust.wav,disgust,disgust
109,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_bite_disgust.wav,disgust,disgust
110,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_seize_disgust.wav,disgust,disgust
111,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_merge_disgust.wav,disgust,boredom
112,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_luck_disgust.wav,disgust,disgust
113,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_far_disgust.wav,disgust,boredom
114,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_shirt_disgust.wav,disgust,disgust
115,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_mill_disgust.wav,disgust,boredom
116,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_fail_disgust.wav,disgust,disgust
117,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_pole_disgust.wav,disgust,boredom
118,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_gin_disgust.wav,disgust,boredom
119,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_mouse_disgust.wav,disgust,boredom
120,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_dime_disgust.wav,disgust,boredom
121,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_love_disgust.wav,disgust,boredom
122,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_bar_disgust.wav,disgust,disgust
123,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_rot_disgust.wav,disgust,happy
124,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_bean_disgust.wav,disgust,disgust
125,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_hurl_disgust.wav,disgust,sad
126,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_sub_disgust.wav,disgust,disgust
127,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_dog_disgust.wav,disgust,disgust
128,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_laud_disgust.wav,disgust,boredom
129,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_shack_disgust.wav,disgust,disgust
130,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_pad_disgust.wav,disgust,disgust
131,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_rain_disgust.wav,disgust,disgust
132,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_tell_disgust.wav,disgust,disgust
133,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_turn_disgust.wav,disgust,boredom
134,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_juice_disgust.wav,disgust,disgust
135,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_vote_disgust.wav,disgust,disgust
136,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_cool_disgust.wav,disgust,boredom
137,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_week_disgust.wav,disgust,boredom
138,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_bone_disgust.wav,disgust,disgust
139,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_rough_disgust.wav,disgust,disgust
140,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_calm_disgust.wav,disgust,disgust
141,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_size_disgust.wav,disgust,disgust
142,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_sell_disgust.wav,disgust,disgust
143,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_red_disgust.wav,disgust,boredom
144,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_page_disgust.wav,disgust,disgust
145,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_have_disgust.wav,disgust,disgust
146,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_bath_disgust.wav,disgust,disgust
147,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_take_disgust.wav,disgust,disgust
148,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_gap_disgust.wav,disgust,disgust
149,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_kite_disgust.wav,disgust,disgust
150,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_kill_disgust.wav,disgust,disgust
151,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_lean_disgust.wav,disgust,disgust
152,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_near_disgust.wav,disgust,disgust
153,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_white_disgust.wav,disgust,disgust
154,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_thin_disgust.wav,disgust,disgust
155,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_jail_disgust.wav,disgust,boredom
156,/Users/sofiafernandes/.cache/kagglehub/datasets/ejlok1/toronto-emotional-speech-set-tess/versions/1/TESS/YAF_disgust/YAF_death_disgust.wav,disgust,disgust
