F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp
32.27815,0.19350855,28.212692,33.57362,36.653473,8.440781,165.12044,135.53311,105.45865,60.670338,0.3569869,0.8775147,0.113658056,0.21507244,0.620009,0.50635093,4.7877226,4.5047665,3.973328,2.0491877,0.11361948,1.0283304,21.45392,0.963418,9.970166,1.1789986,8.967992,2.1872985,-5.814798,-3.7818456,0.06467014,1.9285855,0.8265748,0.84228116,7.213502,0.5553133,7.66418,0.90938956,21.312141,0.68194115,573.61316,0.4284972,1281.5071,0.22813584,-56.673626,-1.4165324,1644.3768,0.17290053,896.87366,0.68127215,-62.269863,-1.1538846,2733.9602,0.13886935,856.18176,0.47909877,-62.656357,-1.1507108,-15.101755,-0.6321139,24.894041,0.5328495,0.070420906,0.78125143,-0.026664022,-0.48177558,0.1323452,0.9216972,27.136614,0.5387179,9.918406,1.2311466,12.896219,1.4654105,-10.294822,-2.1831925,-0.60990816,11.546197,0.0334608,-0.0048843003,0.058933277,1.6877638,1.2931035,0.5933333,0.2548638,0.1175,0.09202581,-33.54306
35.82643,0.1890341,31.266756,35.097076,38.86352,7.5967655,153.76779,205.58673,90.120285,68.70263,0.3931531,0.7951728,0.13602333,0.32723883,0.60386765,0.4678443,4.614222,4.91468,4.252956,2.42219,0.1373883,0.870161,14.693497,1.6955045,13.798747,0.7524743,4.515819,4.2581124,-12.419054,-2.2288194,0.019585492,1.1299331,0.66782707,0.9337132,7.652608,0.6874894,7.6757493,1.2150203,19.431532,0.891693,528.99506,0.65337324,1138.6162,0.25328016,-103.69775,-0.9129905,1567.4802,0.31032214,816.0034,0.6379082,-89.11857,-0.98034847,2671.2107,0.17990041,757.46765,0.7764727,-90.37073,-0.9551253,-11.864575,-0.9423136,21.536562,0.6752999,0.08647642,0.6328096,-0.02754693,-0.6527873,0.18635221,0.6235774,23.472662,0.8410782,10.688659,1.0705842,7.0802965,3.0209856,-19.003443,-1.2714243,-4.9926934,13.544123,6.812848e-05,-0.019198878,0.07108862,2.4096386,1.6806724,0.355,0.41572225,0.22,0.0717635,-31.920748
34.999207,0.19727758,31.827194,36.550533,40.181416,8.354221,143.3954,74.195045,79.651764,42.170345,0.4739424,0.9400931,0.11546706,0.260347,0.8760183,0.7605512,4.259931,2.8507593,5.7487683,2.4174201,0.20982787,1.2901676,10.193422,2.0070033,1.8464458,6.6798253,-0.4331047,-41.63805,-10.305187,-1.9232686,0.02637223,1.4658314,0.81066036,0.84102446,6.9297395,0.7300703,5.372328,1.5998183,15.149936,0.9928415,588.2765,0.6184025,1182.101,0.27805606,-111.95173,-0.83061975,1575.001,0.25724807,863.88055,0.39214984,-92.37775,-0.98403543,2731.6948,0.15287174,770.2882,0.7358166,-95.24409,-0.93224776,-9.439486,-0.8714333,20.462845,0.5038793,0.10205388,0.44683748,-0.019039797,-0.9824936,0.31059515,0.8748903,21.450018,0.7566302,0.31137654,40.925,0.21176928,97.50626,-21.38942,-0.7523603,-1.6149783,11.009945,-0.014473866,8.3727624e-05,0.084615275,2.469136,1.6806724,0.33249998,0.39983588,0.2375,0.08073877,-29.299463
33.83175,0.1678214,31.203299,33.90858,37.014256,5.810957,161.2837,134.88835,28.88775,64.540276,0.3399922,1.0095726,0.051012546,0.26476797,0.5638705,0.5128579,4.108646,1.778778,3.5992482,2.0812008,0.109054595,1.0986872,13.210466,1.5081778,8.096074,1.5924616,7.992069,2.2755227,-5.745133,-3.328291,0.042341743,1.6023351,0.73411894,0.82121867,6.823214,0.82392716,3.2942593,4.298959,16.78524,0.9279805,548.06604,0.42426038,1199.3188,0.286918,-99.72525,-0.9677587,1626.2297,0.17790915,621.5011,0.5550589,-98.43997,-0.9042492,2779.006,0.14531974,759.39374,0.52733004,-97.77269,-0.9175513,-11.172295,-0.8357433,19.401424,0.6117139,0.09476242,0.3968285,-0.028405802,-0.5445136,0.16185321,0.8001523,23.958431,0.6905477,6.7973847,2.1681523,8.472623,2.6253827,-17.592373,-0.8510087,-9.06447,17.628513,-0.036347177,-0.009136055,0.044385962,1.9157089,0.78125,0.715,0.465,0.35999998,0.086023256,-33.478806
32.527107,0.2326557,29.773205,33.910572,37.281277,7.508072,129.49808,86.37814,2.667202,66.509964,0.37324268,0.7714603,0.095948,0.33294183,0.6467559,0.5508079,5.4474883,3.8362906,2.5380287,1.7660966,0.15059604,0.9458662,19.369553,1.1220742,6.927367,1.7867702,-2.8537757,-7.106897,-8.394459,-2.7918994,0.04179977,1.8764005,1.1671147,1.0907311,4.73217,1.531243,1.0032544,13.391173,20.036901,0.79439646,534.21985,0.521126,1247.8678,0.17916927,-90.13562,-1.0361657,1529.5029,0.25102237,951.51263,0.36128244,-84.15004,-1.0574408,2694.0503,0.14494924,788.14844,0.71270835,-89.951515,-0.9352216,-14.020944,-0.78775793,26.509623,0.41800648,0.0699773,0.8858617,-0.027199691,-0.6385289,0.21137631,0.6762594,28.324945,0.51737094,7.9103007,1.6702176,-1.4683071,-15.178845,-20.567375,-1.0010307,-2.9719124,12.61955,0.01409686,-0.008907835,0.055724684,2.3255816,1.1857708,0.52,0.33506218,0.29666665,0.102089286,-31.96526
34.190495,0.2288808,30.455929,33.868973,40.402073,9.946144,500.18158,744.5566,-26.002682,90.89696,0.46969962,0.797826,0.15608768,0.3388429,0.7841855,0.62809783,6.274332,5.329403,4.834028,3.1594574,0.22114405,1.1140573,15.561584,1.4890951,8.461089,1.8561031,-3.1682749,-6.1062465,-14.172844,-1.5828418,0.058726236,1.6673577,0.8627143,1.0441455,5.698416,1.1683424,2.864942,3.1260815,18.168184,0.805582,524.70624,0.5186841,1247.4553,0.21840233,-82.77782,-1.127276,1495.9142,0.24360886,883.1481,0.41643375,-73.379616,-1.1614932,2622.545,0.15061434,733.81415,0.91517633,-78.34891,-1.0395341,-12.950352,-0.7069784,24.97549,0.4013854,0.08965775,0.5588582,-0.027780853,-0.58818597,0.30304033,0.8558549,26.879898,0.5864444,5.599064,2.682624,-3.8463614,-5.519939,-23.822817,-0.78147614,-1.8308635,9.367963,-0.0063261874,-0.008631678,0.06286983,3.2388663,2.0661159,0.318,0.37912527,0.175,0.10712143,-28.21711
34.30966,0.19631866,30.370754,33.699593,39.11246,8.741707,98.15877,78.0137,144.4696,132.50406,0.44465452,0.9433917,0.11271456,0.27441543,0.7484152,0.6357006,6.5541406,5.6702714,4.2499456,2.6018379,0.19737054,1.1148107,15.474826,1.3037657,6.3691196,2.161893,1.2290419,14.252076,-7.8287964,-3.137859,0.047293637,1.9129391,0.8842013,0.97695917,6.6217213,0.9130071,5.161743,1.5762695,18.79094,0.73901755,591.0282,0.48948866,1203.2781,0.21615304,-83.34863,-1.0982094,1623.4264,0.246037,714.2316,0.52483183,-81.50297,-1.0664116,2830.7444,0.15457226,821.901,0.64491403,-84.88405,-0.99189144,-13.58697,-0.81709146,24.941162,0.42820823,0.094150595,0.4611421,-0.022484468,-0.77922726,0.28552517,0.7908997,25.906528,0.51351166,6.004568,2.4525619,-0.8629857,-21.552452,-19.169752,-1.1477741,-2.1732843,10.501714,-0.013735876,-0.002683589,0.046855774,2.1186442,1.2987013,0.48999998,0.39293766,0.1925,0.06299801,-28.767673
35.141056,0.166046,31.019278,34.875217,38.159275,7.1399975,149.57222,133.21567,126.02696,83.77269,0.44992802,0.85393876,0.11316382,0.36122584,0.7102468,0.597083,5.1212316,3.8363302,5.0119247,2.4667845,0.17046183,1.1289839,12.252859,1.6772159,5.069776,2.806247,6.3428793,3.0105376,-10.60352,-1.7396202,0.032656148,1.5481639,0.9314216,1.0228561,6.5315137,0.8575388,6.016734,1.3273278,15.353162,1.0069088,637.7905,0.66657966,1090.6392,0.27673703,-104.86651,-0.89728934,1683.7665,0.22096527,823.3165,0.6205329,-92.65504,-0.94010353,2757.4204,0.1594614,658.2391,0.69084054,-91.703674,-0.9551656,-10.840902,-0.977093,19.497087,0.60274214,0.0852036,0.42916244,-0.02500277,-0.74226296,0.22105624,0.7912677,20.44976,0.8325269,4.7239537,3.0731962,11.092394,1.6483592,-18.629229,-0.8722879,-2.105923,11.950512,0.027350027,-0.009380754,0.10537127,2.3346305,1.5873016,0.36499998,0.35535192,0.19399999,0.14051335,-30.960812
34.69042,0.24768953,28.507856,35.418526,40.857265,12.349409,62.626358,41.766037,-0.7139549,50.13404,0.48532262,0.83482254,0.15863156,0.33347884,0.7493601,0.5907285,4.379319,4.039474,4.4808755,2.0494828,0.22520193,0.9701633,18.885529,1.1728598,5.7471027,1.9700153,-0.23343489,-60.29103,-17.07735,-1.4671286,0.02911639,1.8145708,0.7932688,0.92582613,7.425384,0.81048,5.559219,1.366423,20.17715,0.55893284,652.28577,0.46882215,1256.7332,0.23012777,-90.445885,-1.0016704,1650.0312,0.25549978,861.0883,0.54569465,-83.08331,-1.0148958,2811.5664,0.12495611,671.7447,0.7050677,-85.556625,-0.9656193,-14.649085,-0.5024498,23.774357,0.33839202,0.08549414,0.7949349,-0.0303194,-0.6257676,0.32581243,0.68004346,26.539818,0.549342,2.7670844,3.701777,-1.7587851,-7.1253924,-29.931135,-0.70316136,-3.4896736,12.450996,-0.0037360091,-0.006779208,0.06600882,1.7621145,2.3041477,0.26999998,0.33304653,0.144,0.09769339,-27.526682
33.850697,0.1758419,30.58664,34.019814,37.656548,7.069908,87.05137,54.78091,44.933475,29.182953,0.44641632,0.8389146,0.09179607,0.34451187,0.8077739,0.7159778,4.422007,3.6523595,5.7566314,2.5378423,0.18071763,1.0064409,16.32346,1.2189528,2.6568887,6.0086346,-0.2789367,-64.21625,-6.787096,-2.79631,0.027696198,1.381827,0.84014887,0.81378406,6.463014,0.8247978,6.377228,1.2899121,19.88507,0.6736978,540.91473,0.44909924,1161.6353,0.2088274,-93.013176,-1.0078545,1608.7776,0.15316662,724.7046,0.508557,-80.766884,-1.0508298,2831.4646,0.16617739,871.29193,0.49238226,-84.02144,-0.980332,-9.994763,-0.986811,21.077806,0.514859,0.10020018,0.43013802,-0.01910512,-0.98214173,0.25048372,0.7315861,24.257994,0.59119284,1.2689672,13.0498705,1.9770312,9.69142,-13.813547,-1.3715123,-3.4398131,15.896536,0.0009899035,-0.0006227749,0.060845595,2.4590163,2.0920503,0.304,0.31372598,0.185,0.07017834,-31.103794
