F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength
34.374676,0.030179497,34.004395,34.607105,35.127953,1.123558,23.2265,0.0,-19.472073,15.809434,0.15583906,0.9209844,0.091093205,0.09487826,0.13319406,0.042100854,1.4952826,1.5105332,2.4607592,1.4711214,0.013052984,1.1342709,0.8416677,0.41220102,6.9703355,0.5360124,2.236144,2.1140513,28.81489,0.30597937,631.4415,0.2676616,1482.9058,0.10485975,-174.84827,-0.37973633,1581.5981,0.15113266,-174.45493,-0.36940208,2673.6682,0.0881385,-176.46913,-0.33721966,-11.768672,-0.4556745,28.44795,0.2286345,0.032975927,0.34649104,-0.015589346,-0.5081651,-12.795043,22.011192,-0.0058830823,-0.00068606145,0.8163265,0.4166667,0.32999998,0.0,1.02,0.06
31.014103,0.1843755,25.383982,31.475183,36.989285,11.605303,123.97367,93.22536,52.920013,33.49466,0.46358335,0.868252,0.12925993,0.34581375,0.7196105,0.59035057,6.808501,4.666495,4.4380884,2.9830124,0.032452397,1.1598945,1.0983282,0.80284,6.18237,0.4933164,1.433473,5.7067304,29.424156,0.2746379,644.56604,0.36083657,1391.0763,0.16379721,-120.19426,-0.7660524,1670.9216,0.18350802,-122.24821,-0.69579667,2768.807,0.11215074,-126.06134,-0.6409401,-15.523914,-0.40329203,28.038824,0.27233097,0.033527266,0.63889134,-0.022869006,-0.6989629,-10.404361,19.322838,-0.0057069384,-0.002183965,3.133903,2.8901734,0.141,0.13367498,0.20222221,0.21091218
31.289848,0.17938574,25.766088,30.322876,39.613132,13.847044,178.21895,0.0,13.43244,6.1723676,0.2265314,0.6008003,0.11674859,0.16703987,0.34841567,0.23166709,2.5008311,1.6080834,0.4947775,0.98511046,0.023254225,1.0132827,0.9651267,0.66317123,6.5442815,0.36471555,7.9990153,1.058666,30.923122,0.22513664,469.40103,0.2525249,1300.559,0.09791124,-148.48108,-0.5812136,1527.8397,0.100994445,-145.75407,-0.5515031,2617.1199,0.058633123,-148.29611,-0.5163604,-17.3311,-0.27851954,25.496807,0.29953575,0.033080354,0.4965856,-0.0042330776,-3.1139126,-9.540029,17.705372,-0.0075888354,0.0034843648,3.2467532,1.3422818,0.22,0.11,0.3333333,0.13912424
33.86292,0.23611486,24.750504,33.177193,43.2795,18.528996,84.078995,0.0,38.518867,30.556522,0.3445636,0.5218673,0.18882485,0.336288,0.46890235,0.28007752,3.7447333,1.8981416,2.8440423,1.9547645,0.022433057,0.7236723,1.3843832,0.45891303,6.3337283,0.5469271,4.2285314,1.7537575,22.696438,0.5635716,744.322,0.3305131,1431.5393,0.16271792,-141.95883,-0.58864367,1772.1908,0.16263697,-140.77705,-0.5630794,2828.0134,0.10941797,-142.90009,-0.53425336,-16.825897,-0.36317858,25.959084,0.32873565,0.035970386,0.46324086,-0.023417925,-0.96252835,-10.444325,21.555523,0.012094544,-0.010227209,4.0935674,3.0120482,0.102,0.046647616,0.206,0.18650468
35.95833,0.20179208,27.424322,38.586494,44.09247,16.668146,65.26889,23.213423,45.176563,32.265575,0.60523343,0.5233493,0.26804784,0.56047773,0.89583516,0.62778735,5.07445,1.6950672,5.4644814,1.3063749,0.018690666,0.9327518,0.98013324,0.500968,7.8037524,0.48547786,6.366082,2.1519701,26.18228,0.26376933,781.95245,0.20616989,1278.6952,0.17732562,-71.76582,-1.2292451,1783.6199,0.130428,-74.53862,-1.0679404,2910.4907,0.055803694,-80.99848,-0.92885596,-16.378366,-0.39611888,26.603506,0.20631287,0.039928302,0.48513824,-0.028891237,-0.6251909,-10.666509,22.939177,0.025773723,-0.010092286,3.6036036,2.8846154,0.22999999,0.045460604,0.07,0.065574385
28.435774,0.12910783,24.182602,29.251015,31.822655,7.640053,54.320915,41.59555,52.836784,39.02759,0.43560943,0.7543733,0.13882558,0.33111224,0.72166014,0.58283454,5.142394,2.9391296,3.8987458,2.8635418,0.02214484,1.4469905,1.1086198,0.8259917,5.6072874,0.5067004,0.181354,63.088882,23.173784,0.56671107,598.8828,0.38187677,1344.1246,0.16511655,-114.50948,-0.81407523,1618.6794,0.17605229,-117.91418,-0.7417895,2704.1777,0.124612115,-121.66179,-0.6851298,-13.090668,-0.5933489,25.04648,0.3146252,0.032565728,0.63755715,-0.0218363,-0.7735345,-8.743704,16.955854,-0.0034869225,0.0011050047,2.8315947,2.5525527,0.16764705,0.08228569,0.20294116,0.26525825
35.710503,0.11382824,34.734196,37.07144,38.215343,3.4811478,34.55346,19.612717,90.68173,73.489586,0.376417,0.59226567,0.1404532,0.3354731,0.5830725,0.44261926,4.8605876,2.8309338,4.343307,2.5573015,0.021575578,1.0959089,1.0428807,0.93712217,9.917768,0.36172274,8.632353,0.94247925,34.01664,0.19321354,691.5709,0.29188365,1402.4272,0.19502479,-108.6901,-0.8393008,1736.8752,0.12125921,-108.223816,-0.7578474,2836.9358,0.091777876,-112.127914,-0.6994806,-21.168558,-0.30369633,32.377537,0.21320929,0.046992388,0.44198683,-0.022749176,-0.79567933,-10.779877,20.413073,0.008376582,-0.0007311609,4.7858944,2.5510206,0.201,0.15326123,0.169,0.15115887
29.425392,0.09609963,26.492758,29.423086,31.946762,5.4540043,72.657074,135.3648,98.630455,167.965,0.2515125,0.8623995,0.11668107,0.13893558,0.35553235,0.23885128,3.8538094,2.7227352,3.8815262,3.1140957,0.016745746,1.0850074,1.1644455,0.7890454,6.8336935,0.31928828,-0.78170884,-9.425932,26.586117,0.34628195,638.9208,0.34359816,1320.909,0.14354348,-160.19296,-0.47940546,1696.8812,0.15964653,-162.11258,-0.43984732,2792.6125,0.10990915,-163.86458,-0.41490164,-16.076218,-0.47637847,27.680357,0.2948367,0.03325371,0.59399444,-0.027107153,-0.7333922,-10.229954,18.085352,-0.0041082897,0.0016259584,2.3877747,1.34357,0.15214285,0.12001062,0.5333333,0.6815146
25.161947,0.08251149,23.054546,25.294518,26.96963,3.915083,109.835205,114.257416,21.212658,19.415815,0.3708491,0.54095525,0.19845533,0.3049064,0.5579441,0.3594888,4.4071083,2.6613827,4.2920814,2.8024082,0.01984225,1.243272,1.0859811,0.5765051,4.0832534,0.52806365,3.383652,1.3331704,21.487156,0.2861324,524.8189,0.39268398,1305.9224,0.1227356,-124.12396,-0.74668866,1500.1918,0.14979823,-127.37446,-0.69607556,2534.3076,0.09320034,-131.05643,-0.641265,-10.86522,-0.3674816,22.314625,0.23859192,0.022145081,0.7693611,-0.014001183,-0.85972065,-6.176081,13.753416,-0.00057039596,0.0025339252,4.0358744,2.1084337,0.175,0.16791792,0.26,0.36946806
34.23138,0.17399034,28.79047,31.903774,42.096603,13.306133,114.210976,0.0,-221.35544,0.0,0.31222215,0.84314555,0.13967307,0.19282223,0.4533204,0.31364733,4.174543,3.4009829,3.5379736,0.8948785,0.03514607,0.88450134,1.5915351,0.4772582,5.8059673,0.28892437,5.6192484,1.8106221,25.0116,0.1568114,789.8016,0.2750169,1525.1497,0.29866624,-185.4847,-0.25370005,1774.7087,0.1551197,-183.26385,-0.26676658,2709.8628,0.1179985,-183.70894,-0.2599323,-12.974155,-0.774138,23.750446,0.36570248,0.017974587,1.0879984,-0.008129034,-1.7552946,-7.1321797,14.427672,-0.0008566283,0.0023330438,1.6042781,1.6483517,0.049999997,0.008164966,0.39999998,0.4010611
33.620197,0.061065383,31.485744,34.192753,35.222336,3.7365913,173.14282,167.00732,15.589475,19.727541,0.3130735,1.0510309,0.11096783,0.11844989,0.4698268,0.35885894,11.14194,8.610295,7.747896,3.787195,0.029136049,0.6949875,1.4174014,0.6402008,6.0468764,0.3523488,4.8575826,2.066702,26.14675,0.30520713,487.9715,0.29805383,1270.3684,0.08828957,-159.58318,-0.47583213,1519.1375,0.11124239,-159.60489,-0.44898012,2526.6057,0.088660166,-160.85693,-0.43111745,-13.648392,-0.3808643,22.4286,0.3066462,0.04392117,0.45262492,-0.015843242,-0.80489266,-12.64301,21.071943,-0.0043260064,0.00047907257,2.739726,2.3364487,0.088,0.011661904,0.31599998,0.29288906
35.829315,0.11528716,32.20534,33.551098,40.998585,8.793243,0.7410942,0.0,0.0,0.0,0.15423279,0.6666619,0.10946802,0.11351465,0.12298146,0.013513438,0.99165154,0.9246259,2.750194,1.8020171,0.03601352,0.8648879,1.65482,0.6068193,5.6858525,0.24499127,2.6474872,4.346,30.901714,0.20261556,555.60785,0.26695803,1400.2576,0.07483073,-190.44331,-0.21432815,1559.6702,0.15422508,-188.4741,-0.22488119,2576.2283,0.12595482,-189.2969,-0.20955859,-14.961564,-0.12298054,26.737509,0.05241986,0.020993402,0.6941751,-0.027076809,-0.2440842,-11.390662,20.81996,-0.014359636,0.0010477426,1.0416667,1.0695187,0.055,0.015,0.57,0.40653002
31.689602,0.1412655,27.447048,32.479637,35.702965,8.255917,152.13599,219.04794,27.6993,16.252895,0.49534085,0.70027393,0.16144961,0.42760324,0.786288,0.6248384,7.201441,3.266347,5.602572,3.1678429,0.021831898,1.1291809,1.0683031,0.7182005,7.027704,0.4536862,5.113027,2.2020795,25.709604,0.41019025,610.81635,0.36795956,1381.0162,0.15465294,-115.91922,-0.79227704,1658.5104,0.16813856,-115.576004,-0.7422705,2682.0295,0.120230444,-118.2783,-0.701353,-14.479579,-0.46644598,24.240807,0.35932663,0.039728213,0.5924425,-0.017211007,-0.8262284,-9.519547,17.194498,0.001672809,-0.0005132157,3.3463037,2.6562502,0.16882353,0.11132265,0.19242424,0.2552483
29.466805,0.14339146,25.11978,30.289291,32.91677,7.7969913,89.890945,159.88188,49.239346,30.206783,0.49449608,0.89406544,0.12030635,0.31785205,0.9009888,0.78068244,8.585166,6.1357665,6.7871537,4.92262,0.027016204,2.6901581,1.2282522,0.77993584,6.089324,0.43060642,2.3581395,4.0923767,23.592554,0.4036661,617.6784,0.3897175,1328.6256,0.18272606,-116.11176,-0.8057987,1673.5793,0.16828287,-118.28601,-0.7398933,2732.9783,0.114789836,-120.93861,-0.69990385,-13.523284,-0.48328057,24.66884,0.30498433,0.03418308,0.7285439,-0.018022666,-0.94574684,-10.096952,18.920105,-0.0041747303,0.0013145772,2.828746,2.0721412,0.20925926,0.21007805,0.2525926,0.3039809
29.248606,0.17574665,24.659933,28.165514,34.916527,10.256594,40.011517,32.35563,49.189697,20.068037,0.37414575,0.9664118,0.12046529,0.22540739,0.54513764,0.42467237,6.304923,7.030262,6.7339444,6.1818104,0.020348005,0.987976,1.2009368,0.79561585,5.6417675,0.52261096,3.2052166,2.7141418,22.382275,0.35933208,568.176,0.43177927,1324.8035,0.16682345,-138.92943,-0.6250551,1592.173,0.17142813,-136.80609,-0.6176403,2643.443,0.11609521,-139.34068,-0.58122736,-12.671117,-0.48475122,23.585396,0.31390932,0.03427605,0.72378385,-0.014156295,-0.87375987,-9.192747,17.144657,-0.007998416,0.0034093857,2.3346305,1.9646367,0.169,0.12397177,0.29,0.39254412
29.733774,0.118324235,27.05277,29.44298,32.300144,5.2473736,104.854904,121.19517,36.188904,18.562391,0.37352854,0.7532835,0.117723644,0.31543702,0.5582007,0.44047707,5.0342903,3.4184384,5.1615744,3.2704482,0.02706216,1.2414227,1.120749,0.7722096,6.3487697,0.41668287,2.2709854,4.136841,23.2056,0.38463318,531.2198,0.39257994,1341.8992,0.1534179,-128.23627,-0.7220583,1591.4045,0.15849268,-129.9927,-0.6674418,2617.8198,0.12291176,-132.2132,-0.6352491,-13.786642,-0.42140353,22.876911,0.29622257,0.033043765,0.7149175,-0.012072193,-1.0091643,-9.737046,17.832483,-0.0022882428,0.00041192948,3.1250002,1.2311902,0.3077778,0.25749987,0.435,0.5039097
40.407726,0.16796145,31.243706,44.238956,46.67137,15.427666,64.1387,0.0,-20.53878,0.0,0.2665237,0.87941676,0.11303703,0.14373285,0.41989928,0.30686226,1.4352283,1.2465943,2.3837214,0.3470422,0.04144216,1.3652388,0.7041605,0.3597192,10.093951,0.32915545,13.106888,0.4831815,32.26474,0.3088926,853.363,0.16026871,1234.0083,0.10900959,-153.48251,-0.522182,1820.4377,0.09654897,-153.8365,-0.4912581,2961.6445,0.05892264,-156.77861,-0.45156604,-15.538817,-0.28889748,31.242233,0.26339072,0.05102538,0.63763124,-0.011464479,-0.79601616,-9.659241,19.777214,-0.0064654807,0.0046129045,1.3605443,0.70422536,0.38,0.0,0.505,0.065
31.340935,0.11976758,28.31751,32.235973,33.629147,5.311636,185.5854,220.5379,38.080166,29.709063,0.40750208,0.85295665,0.11727853,0.27673027,0.6639676,0.5466891,5.8960447,3.8532324,5.8171387,4.956821,0.019794824,0.98844844,1.2403549,0.6979642,7.631602,0.38061142,1.6243033,5.6540866,24.98201,0.33404288,610.0727,0.3429011,1357.8871,0.12308286,-125.368546,-0.7196502,1642.09,0.16027291,-126.43739,-0.6702007,2723.3765,0.100653715,-129.69806,-0.62343574,-16.90293,-0.2873781,27.37453,0.21949367,0.02786239,0.8459316,-0.016362812,-0.9150608,-11.559544,19.985956,-0.0016939768,-0.0005697892,2.432046,2.017291,0.19785714,0.11295881,0.25866666,0.30119467
32.110462,0.08107588,29.900108,31.687275,34.58877,4.6886635,96.55556,89.001144,31.387663,32.372623,0.56198955,0.66533035,0.19039097,0.5221154,0.81149775,0.62110674,8.251143,3.7663126,5.960468,2.82207,0.019551072,1.2392178,1.0961481,0.6130173,7.9207225,0.2935183,3.2709064,3.0948856,25.865509,0.2868818,583.28784,0.41902268,1328.5986,0.14432178,-87.296684,-1.0573045,1592.6045,0.14837533,-88.41762,-0.96370715,2675.0344,0.11194404,-93.105095,-0.87557,-13.766577,-0.39033937,25.453775,0.30598634,0.039105613,0.62312245,-0.009873779,-1.2708961,-7.6665025,16.405794,0.003243191,0.0009490686,3.6144578,2.1244311,0.28142855,0.2435117,0.16785714,0.20459642
28.526325,0.08046318,25.867664,28.829138,30.978624,5.11096,67.716606,59.323627,32.17611,26.671162,0.3964027,0.9093549,0.1462841,0.24582577,0.5887895,0.44250542,5.8415885,2.2714586,3.9077725,1.8789847,0.02214265,0.97411793,1.1529609,0.7936593,4.215664,0.94356716,0.29434305,26.306347,21.683542,0.42617685,694.79565,0.36527357,1364.3975,0.11526311,-138.07033,-0.61798143,1667.0294,0.1743725,-137.9987,-0.6042825,2753.3127,0.118496686,-142.0653,-0.54809254,-13.075664,-0.6145637,26.344305,0.20085405,0.01721876,1.6741363,-0.015708512,-0.8892639,-9.769858,19.743448,-0.0006776011,-0.004555878,3.539823,2.714932,0.114999995,0.0736546,0.19857143,0.11444631
29.61549,0.15003341,25.75282,28.92332,34.565258,8.812439,80.155685,63.220005,55.38323,39.45259,0.37333038,0.6902176,0.14009394,0.29626954,0.5705815,0.43048757,6.1756716,4.4922485,5.2615337,2.7917688,0.024760853,1.2046399,1.0889419,0.7291953,6.0280466,0.47276625,3.7940505,1.5601547,25.903624,0.23488367,528.5122,0.35461414,1365.3728,0.14400779,-139.56366,-0.61491823,1582.7584,0.14399618,-140.62177,-0.5684813,2611.0872,0.10094638,-142.3016,-0.5451469,-15.451558,-0.38215932,24.162127,0.29547006,0.0322858,0.6111688,-0.016306486,-0.7720963,-8.46535,15.638966,0.00514429,-0.003262877,3.4358048,2.919708,0.105,0.09874208,0.21625,0.2367191
