filename,label,text
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/14b01Eb.wav,disgust," Was sind denn das für Töten, die da unter dem Tisch stehen?"
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/11a05Ad.wav,fear, Das schwarze Blur-Papier. Wir findet sich da oben neben dem Holzstück.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/03a01Nc.wav,neutral, Der Lappen liegt auf dem Eisschrank.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/12a02Nb.wav,neutral, das will sie am Mittwoch abgeben.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/15a05Na.wav,neutral, Das schwarze Blattpapier befindet sich da oben neben dem Holzstück.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/03a01Wa.wav,angry, Der Lappen liegt auf dem Eisschrank!
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/14a05Na.wav,neutral, Das schwarze Blatt Papier befindet sich da oben neben dem Holzstück.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/09a07Wd.wav,angry, In sieben Stunden wird es so weit sein.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/03b02Na.wav,neutral, Sie haben es gerade hochgetragen und jetzt gehen sie wieder runter.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/09a02Ea.wav,disgust, Das will sie am Mittwoch abgeben.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/14b03Ed.wav,disgust, An den Wochenenden bin ich jetzt immer nach Hause gefahren und habe Agnes besucht.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/09a05Wb.wav,angry, Das schwarze Blattbar-Pier befindet sich da oben neben dem Holzstück.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/16b01Aa.wav,fear," Was sind denn das für Tüten, die da unter dem Tisch stehen?"
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/11a02Fb.wav,happy, Das will sie am Mittwoch abgeben.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/12b10Ac.wav,fear," Die wird auf dem Platz sein, wo wir sie immer hinlegen."
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/15b02Wa.wav,angry, Sie haben es gerade hochgetragen und jetzt gehen Sie wieder runter.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/14b09Fc.wav,happy, Ich will das eben wegbringen und dann mit Karl was trinken gehen.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/09b02Wd.wav,angry, Sie haben es gerade hochgetragen und jetzt gehen Sie wieder runter.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/10a04Fd.wav,happy, Heute Abend könnte ich ja sie sagen.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/03a05Wa.wav,angry, Das schwarze Plattpapier befindet sich da oben neben dem Holzstück.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/11a04Fd.wav,happy, Heute Abend könnte ich es ihm sagen.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/14a01Na.wav,neutral, der Lappen liegt auf dem Alschrank.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/08b02Wd.wav,angry, Sie haben es gerade hochgetragen und jetzt gehen Sie wieder runter.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/12b02Ea.wav,disgust, Sie haben es gerade hochgetragen und jetzt gehen Sie wieder runter.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/13b09Ab.wav,fear, Ich will das eben wegbringen und dann mit Kahl was trinken gehen.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/13a01Ec.wav,disgust, Der Lappen liegt auf dem Eisschrank.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/03a07Wc.wav,angry, In sieben Stunden wird es so weit sein.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/14a01Wc.wav,angry, Der Lappen liegt auf dem Eisschrank.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/13a04Wc.wav,angry, Heute Abend könnte ich es ihm sagen.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/12a04Wc.wav,angry, Heute Abend könnte ich erst ihm sagen.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/12b09Ac.wav,fear, Ich will das eben wegbringen und dann mit Karl was trinken gehen.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/16a07Fb.wav,happy, In sieben Stunden wird es so weit sein.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/10a05Aa.wav,fear, Das schwarze Blatt Papier befindet sich da oben neben dem Halsstück.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/16a02Tc.wav,sad, das will sie mit vorab gehen.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/09a05Wc.wav,angry, Das schwarze Blatt-Papier befindet sich da oben neben dem Holzstück.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/11b03Fc.wav,happy, An den Wochenenden bin ich jetzt immer nach Hause gefahren und habe Agnes besucht.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/11a07Ac.wav,fear, In sieben Stunden wird das so weit sein.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/10b01Fa.wav,happy," Was sind denn das für Tüten, die dann mit dem Tisch stehen?"
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/10a05Tb.wav,sad, Das schwarze Blattpapier befindet sich der Oben neben dem Holzstück.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/11b01Fc.wav,happy," Was sind denn das für Tüten, die da unter dem Tisch stehen?"
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/08a07Wc.wav,angry, In sieben Stunden wird es soweit sein.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/08b10Fd.wav,happy," Die wird auf dem Platz sein, wo wir sie immerhin legen."
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/09a02Eb.wav,disgust, Das wir Sie mit vorab geben.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/10a07Aa.wav,fear, In 7 Stunden wird es so weit zahlen.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/08a07Na.wav,neutral, In sieben Stunden wird es so weit sein.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/09a07Na.wav,neutral, In sieben Stunden wird es so weit sein.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/08a05Wa.wav,angry, Das Schwarze Blatt Papier befindet sich da oben neben dem Holzstück.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/10a02Fa.wav,happy, Das will sie mit Woche abgeben.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/16b03Ta.wav,sad, An den Wochenenden bin ich jetzt immer nach Hause gefahren und habe Agnes besucht.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/14b02Wb.wav,angry, Sie haben es gerade hochgetragen und jetzt gehen sie wieder runter.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/03a05Wb.wav,angry, Das schwarze Plat-Papier befindet sich da oben neben dem Holzstück.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/15a01Nb.wav,neutral, Der Lappen liegt auf dem Eisschrank.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/16b02Fd.wav,happy, Sie haben es gerade hochgetragen und jetzt gehen Sie wieder runter.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/11b02Td.wav,sad, Sie haben es gerade hochgetragen und jetzt gehen Sie wieder runter.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/14a01Wa.wav,angry, Der Lappen liegt auf dem Eisschrank.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/15a01Wa.wav,angry, Der Lappen liegt auf dem Eisschrank!
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/13a01Ea.wav,disgust, Der Erlappen liegt auf dem Eischrank.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/14b02Na.wav,neutral, Sie haben es gerade hochgetragen und jetzt gehen Sie wieder runter.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/08b09Fd.wav,happy, Ich will das eben wegbringen und dann mit Karl was trinken gehen.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/03a07Nc.wav,neutral, In sieben Stunden wird es soweit sein.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/15b09Fa.wav,happy, Ich will das eben wegbringen und damit KAL was trinken gehen.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/15b02Wc.wav,angry, Sie haben es gerade hochgetragen und jetzt gehen sie wieder runter.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/16a07Fa.wav,happy, In sieben Stunden wird es so weit sein.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/11a07Ta.wav,sad, In 7 Stunden wird es soweit sein.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/10a07Ta.wav,sad, In sieben Stunden wird es weizellen.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/09b01Ea.wav,disgust," Was ist denn das für Küten, die da unter dem Tisch steht?"
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/16b01Tb.wav,sad," Was sind denn das für Tüten, die da unter dem Tisch stehen?"
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/16a05Fc.wav,happy, Das schwarze Blattpapier befindet sich der Oben neben dem Haltstück.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/09a05Nb.wav,neutral, Der schwarze Blatt Papier befindet sich da oben neben dem Holstück.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/09a07Wb.wav,angry, In sieben Stunden wird es so weit sein!
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/08a05Nb.wav,neutral, Das Schwarze Blatt Papier befindet sich der Oben neben dem Holzstück.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/10b01Aa.wav,fear," Was sind das für Tüten, die da in einem Tisch stehen?"
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/15b10Ac.wav,fear," die wird auf dem Platz sein, wo wir sie immerhin legen."
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/10b03Tb.wav,sad," An den Wochenenden bin ich jetzt immer nach Hause gefahren, habe Arkenes besucht."
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/13b03Ed.wav,disgust, An den Wochenende bin ich jetzt immer nach Hause gefahren und habe... ... Agnus besucht.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/08b01Na.wav,neutral," Was sind denn das Vetyten, die da unter dem Tisch stehen?"
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/15a02Wd.wav,angry, Das will sie mit Woche abgeben.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/09b01Na.wav,neutral," Was sind denn das für Tüten, die da unter dem Tisch stehen?"
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/03b01Nb.wav,neutral," Was sind denn das für Tüten, die da unter dem Tisch stehen?"
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/12a01Wc.wav,angry, Der Lappen liegt auf dem Eischrank!
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/15a04Wb.wav,angry, Heute Abend könnt ich es im Sagen!
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/03a02Wb.wav,angry, Das will sie am Mittwoch abgeben.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/14a04Wb.wav,angry, Heute Abend könnte ich ja sieben sagen.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/13b02Wa.wav,angry, Sie haben es gerade hochgetragen und jetzt gehen sie wieder unter.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/12b02Wa.wav,angry, Sie haben es gerade hochgetragen und jetzt gehen sie wieder runter.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/13b09Fc.wav,happy, Ich will das eben wegbringen und dann mit Karl was trinken gehen.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/03b01Wa.wav,angry," Was sind denn das für Typen, die da unter dem Tisch stehen?"
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/13b09Fb.wav,happy, Ich will das eben wegbringen und dann mit Kahl was trinken gehen.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/14a04Wc.wav,angry, Heute Abend könnte ich er sieben sagen.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/03a02Wc.wav,angry, Das will sie ja mitwuch abgeben.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/13a01Wb.wav,angry, Der Latten liegt auf dem Eisschrank!
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/03b03Wc.wav,angry, An den Wochenenden bin ich jetzt immer nach Hause gefahren und habe Agnis besucht.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/14b09Ac.wav,fear, Ich will das eben wegbringen und dann mit Kavas trinken gehen.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/13b02Nb.wav,neutral, Sie haben es gerade hochgetragen und jetzt gehen sie wieder runter.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/15b09Ac.wav,fear, Ich will das eben wegbringen und dann mit Karl was trinken gehen.
/Users/krazmic/.cache/kagglehub/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/versions/1/wav/10a02Ab.wav,fear, Das will sie mit vorher abgehen.
